username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2017-10-01 18:56;0;0;"Powerfully ignorant, the noise they heard was the bullet hitting metal, not the gun shot, then one of the people there yelled "shots!"";;;;"914640173614460930";https://twitter.com/SeanQuigley87/status/914640173614460930
;2017-10-01 18:56;0;0;"Ever find yourself watching something and thought “ that gun cannot hold that many bullets? “ I blame Michael.";;;;"914640165527851010";https://twitter.com/ayerenee__/status/914640165527851010
;2017-10-01 18:56;0;1;"Exactly. What happens to poor victims of gun crime when Medicaid is cut?";;;;"914640148972867584";https://twitter.com/CrystlDmndRose/status/914640148972867584
;2017-10-01 18:56;0;0;"No you haven't You have more gun homicides compared to countries with regulation. There is a causation. Regulate guns = gun homicide go down";;;;"914640134988980225";https://twitter.com/Shaneoo88/status/914640134988980225
;2017-10-01 18:56;0;0;"@ 60Minutes Avg 93 gun deaths EVERY DAY in the US. Will you give each of them the same time you gave Scalise? What made him special?";;@;;"914640128550850561";https://twitter.com/PatEsgate/status/914640128550850561
;2017-10-01 18:56;0;0;"BostonGlobe: The idea is ‘How many times has that gun been used and can we put it to rest?’ ” … pic.twitter.com/giQdu7gC8k";;;;"914640123899367426";https://twitter.com/JamesRoy/status/914640123899367426
;2017-10-01 18:56;0;0;"You already know what it's about when I run up in your house put the gun up in your mouth and get the money out the couch";;;;"914640111895183360";https://twitter.com/ElijahDixon_/status/914640111895183360
;2017-10-01 18:56;0;0;"Guns # MTVEMA # NominateLiamPayne";;;# #;"914640105993797632";https://twitter.com/TroyeR5Justin/status/914640105993797632
;2017-10-01 18:56;0;1;"I totally agree! Gun shy and not playing loose.";;;;"914640095491190784";https://twitter.com/KristalAlfonso/status/914640095491190784
;2017-10-01 18:55;0;0;"If my boyfriend asks me, "So you jumped the gun?" one more time";;;;"914640061181939712";https://twitter.com/roAnne/status/914640061181939712
;2017-10-01 18:55;0;0;"SMOKING GUN, Puerto Rican Truck Union Leader Sabotaging Hurricane relief... https://youtu.be/Sdnvu9FHscA via @ YouTube";;@;;"914640059705495552";https://twitter.com/lucretia_falls/status/914640059705495552
;2017-10-01 18:55;0;0;"GUN TOO !";;;;"914640058812125184";https://twitter.com/Markghenning1/status/914640058812125184
;2017-10-01 18:55;0;1;"WD40 is NOTTT gun oil";;;;"914640035143659520";https://twitter.com/GunShopGirl/status/914640035143659520
